Discipline,Sorcery Path,Level,Power Name,Description,System,Source book,Page
Dark Thaumaturgy,Rego Calatio,4,Murderous Demon,"The formation of the Rego Calatio dates back to an era before records were scribed in ink. The creators of this Path are unknown and unnamed, their researches engraved in stone or daubed in blood on hides and bones. The Path is dedicated to the summoning and binding of demons. In recent centuries, these demons have begun to appear in forms expected and feared by mortals, manifesting as caricatures of greed, lust, sloth, and wrath. In times past, they were as likely to appear as pillars of roiling smoke, the weeping of children, or the stench of rot. The demons contacted by Rego Calatio are not bound to any set form, and may appear however they wish.

Summoners of demons are daring. Demons know that by appearing physically, they are weakened, but can easily dominate and destroy summoners lacking sufficient wherewithal to control them. Many demons are pleased to serve under magical binding, as they’re likely to be asked to perpetrate something they’d do if free anyway; but most demons will resist attempts at control on principle. A demon summoned by Rego Calatio remains on Earth until the sun rises, or it hears church bells.

Price: The unholy nature of Rego Calatio is such that any area in which it’s practiced becomes spoiled; the people become sick, and the livestock malformed. Use of Rego Calatio produces a necromantic sequela based on its level.

The practitioner suffers horrific nightmares across a number of nights equal to the successes rolled in summoning. These nightmares force the infernalist to lose two blood points upon waking, instead of the normal one, and a Willpower roll is required (difficulty 7), otherwise two temporary Willpower are also lost. A botch on this roll causes an appropriate Derangement to wrack the infernalist for twice the duration of her summoning-induced nightmares. ","Murderous Demon (Attributes 7/6/5, Abilities 6/5/4, Willpower 7, Health 8, Blood Points 7, six points of Disciplines, three of which must be Potence) ",Tome of Secrets,111-112
Dark Thaumaturgy,Rego Calatio,5,Named Demon,"The formation of the Rego Calatio dates back to an era before records were scribed in ink. The creators of this Path are unknown and unnamed, their researches engraved in stone or daubed in blood on hides and bones. The Path is dedicated to the summoning and binding of demons. In recent centuries, these demons have begun to appear in forms expected and feared by mortals, manifesting as caricatures of greed, lust, sloth, and wrath. In times past, they were as likely to appear as pillars of roiling smoke, the weeping of children, or the stench of rot. The demons contacted by Rego Calatio are not bound to any set form, and may appear however they wish.

Summoners of demons are daring. Demons know that by appearing physically, they are weakened, but can easily dominate and destroy summoners lacking sufficient wherewithal to control them. Many demons are pleased to serve under magical binding, as they’re likely to be asked to perpetrate something they’d do if free anyway; but most demons will resist attempts at control on principle. A demon summoned by Rego Calatio remains on Earth until the sun rises, or it hears church bells.

Price: The unholy nature of Rego Calatio is such that any area in which it’s practiced becomes spoiled; the people become sick, and the livestock malformed. Use of Rego Calatio produces a necromantic sequela based on its level.

The practitioner suffers horrific nightmares across a number of nights equal to the successes rolled in summoning. These nightmares force the infernalist to lose two blood points upon waking, instead of the normal one, and a Willpower roll is required (difficulty 7), otherwise two temporary Willpower are also lost. A botch on this roll causes an appropriate Derangement to wrack the infernalist for twice the duration of her summoning-induced nightmares. ","Named Demon (Attributes 8/7/6, Abilities 7/6/5, Willpower 9, Health 10, Blood Points 10, eight points of Disciplines, allocated wherever the infernalist chooses with a maximum of six points in a single Discipline)",Tome of Secrets,111-112
Dark Thaumaturgy,Path of Pain,1,The Numbing,"Broken bones, torture and ritualistic scarring are
all a source of delight for many on the Path of Pain.
Thaumaturges studying this path must fi rst learn how
to control and resist their instincts to avoid pain. Once
mastered, the Numbing allows the infernalist to explore
the limits of pain without becoming weakened
or incapacitated by it. However, overriding the Beast’s
instincts to avoid pain has caused many dark thaumaturges
to destroy themselves — literally reducing their
bodies to ashes."," For each success scored on the Willpower
roll, the thaumaturge can ignore the dice pool and movement
penalty for one health level of damage. This effect
lasts for a scene. The Numbing does not work with wound
penalties incurred from aggravated damage.",Sins of the Blood,86-87
Dark Thaumaturgy,Path of Pain,2,Anguish,"A thaumaturge on the Path of Pain can fl ood his
target with sensations of pain without having to actually
wound her. Although the injuries are not real, the pain
is. With a simple touch, the thaumaturge can send his
victim reeling in agony to the point of rendering her
unconscious or even comatose due to shock."," The practitioner needs to touch his target
in order to use this power (possibly requiring a Brawl roll,
at the Storyteller’s discretion). If the character does so,
the player can roll Willpower and spend a blood point
as normal. For every success, the target suffers the dice
pool penalty associated with losing the equivalent number
of health levels (starting with Hurt, not Bruised),
but he doesn’t suffer actual damage. When used against
mortals, nothing can be done to stop the pain. If the
target reaches Incapacitated, she falls unconscious.
Vampires and supernatural creatures can try to resist
by rolling Willpower. Each success on this roll cancels
one of the thaumaturge’s successes. A vampire may be
Incapacitated by this pain, but it will not force him into
torpor. Furthermore, a point of blood heals one level
of Anguish “damage.” The effects of Anguish last for a
scene otherwise.",Sins of the Blood,86-87
Dark Thaumaturgy,Path of Pain,3,Shattering,"At this level, the thaumaturge can break bones
and rupture organs, crippling his victim. The resulting
cacophony of compound fractures and bursting organs
are, more often than not, the last sounds the victim
ever hears."," The thaumaturge can use this power on
any one target within eyesight. To invoke Shattering,
he must sacrifi ce a health level in order to channel the
pain to the target. Once he does so, a point of blood
and a successful Willpower roll complete the process.
For each success, the thaumaturge infl icts a health level
of lethal damage that cannot be soaked. Vampires can
roll Willpower to resist the effects of the Shattering;
each success on the victim’s Willpower roll negates one
success of the thaumaturge. Additionally, creatures with
the ability to do so (Kindred, ghouls, etc.) may spend
blood points to heal the damage as normal.",Sins of the Blood,86-87
Dark Thaumaturgy,Path of Pain,4,Agony Within,"This terrifying power allows the thaumaturge to
create hooked tendrils out of his target’s own blood
that course through his veins and rip him to shreds. In
some extreme cases of this power’s use, the blood-barbs
actually burst the victim’s fl esh, ending his life in a gory
display."," In addition to the blood point expenditure
and Willpower roll, this power may require the thaumaturge
to wound himself to create the blood chains. For
each health level of bashing damage that the thaumaturge
infl icts on himself (minimum one), the player can add
one to the total number of successes from the Willpower
roll. This total is then applied as lethal damage to the
victim, as the blood tendrils bite into and rend the hapless
victim asunder from within. Mortals cannot soak Agony
Within damage, and vampires may use only Fortitude.
However, the target is allowed a Willpower roll with a
diffi culty equal to (6 + the number of health levels that
the thaumaturge infl icted upon himself [maximum 10]).
For every two successes on the Willpower roll (round
down), reduce the damage of Agony Within by one.",Sins of the Blood,86-87
Dark Thaumaturgy,Path of Pain,5,Hundred Deaths,"The ultimate expression of pain known to practitioners
of the Path of Pain, Hundred Deaths lacerates
the victim with countless deep cuts that constantly heal
and reopen. The pain drives the victim insane before
killing him outright."," Hundred Deaths requires the thaumaturge
to infl ict upon himself a single aggravated wound,
achieved by the player succeeding a Willpower roll
(diffi culty 6) fi rst. If successful, the player can then roll
Willpower and spend a blood point to evoke Hundred
Deaths. Each success infl icts one health level of aggravated
damage on the target, which can be soaked
only with Fortitude. The pain debilitates the target
completely, rendering her shocked by pain and unable
to do anything, including heal herself, without the expenditure
of a Willpower point. If the victim does not
receive medical attention or some form of supernatural
healing, she will suffer an additional health level of
lethal damage every night for each unhealed level of
aggravated damage that remains.",Sins of the Blood,86-87
Dark Thaumaturgy,Path of Pleasure,1,Ecstasy,"The thaumaturge can make the target feel intense
pleasure, tailoring the sensation from general sexual
arousal to mimicking the euphoria of the strongest drug
around. This power works regardless of the subject’s
tastes, simulating any kink or fetish, or stimulating simpler,
less complicated pleasures — whether the victim
consents or not."," Ecstasy requires the Willpower roll only
if the thaumaturge uses this power on an unwilling
target. Otherwise, physical contact and a blood point
are all that are needed. Once she is under the effects of
Ecstasy, the victim is fl ooded with physical sensations
so intense that she must score more success on a Wits +
Self-Control roll (diffi culty 7) than the thaumaturge’s
player’s Willpower roll to do anything except enjoy herself.
This power lasts as long as the thaumaturge continues to
touch the target. Once physical contact stops, the effect
wears down over the course of a number of turns equal
to (10 – the subject’s Willpower). During this time, the
victim exists in a mollifi ed, sluggish state and suffers a
+1 diffi culty to all actions.
Whatever sensation the thaumaturge used becomes
the focus of the Obsessive/Compulsive derangement if
the victim’s player fails her Self-Control roll.",Sins of the Blood,87-89
Dark Thaumaturgy,Path of Pleasure,2,Intrusion,"Intrusion functions much like Ecstasy, however, the
thaumaturge doesn’t need to touch the target. He can
communicate the pleasure through telepathic means."," Intrusion can be used on any individual
within eyesight of the thaumaturge. If successful, the
infernalist overwhelms the individual with a pleasurable
physical sensation of his (the infernalist’s) choice.
Because of the unexpected nature of the pleasure, the
victim suffers one bashing health level of damage for
each success scored on the Willpower roll. Note that
this bashing damage isn’t “painful” as such. It refl ects
the subject being immediately overwhelmed by pleasure.
Mortals cannot soak this damage, but vampires can resist
with a Willpower roll (diffi culty 7) of their own. Each
success negates one level of the bashing damage.
In all other respects, this power works like Ecstasy,
including Willpower and blood costs, as well as requiring
a Wits + Self-Control roll (diffi culty 7) to ignore the
pleasure long enough to take an action.",Sins of the Blood,87-89
Dark Thaumaturgy,Path of Pleasure,3,Daisy Chain,"This orgasmic power allows the thaumaturge to
spread pleasure to other people in a chain. Each person
that the infernalist touches becomes a vector for the
chosen pleasure, “infecting” anyone with whom he
comes in contact."," The Daisy Chain works exactly like Ecstasy,
however a Willpower roll is needed even if the target
consents to its use. For each success, the thaumaturge
can spread the sensation to another target (at the
rate of one per turn), who then experiences the same
sensation. Furthermore, each target can affect another
individual through touch (the new victim is allowed a
Self-Control roll to resist). Daisy Chain functions only if
the thaumaturge remains within eyesight of the victims,
or until a subject resists successfully, which also ends
that particular vector’s “contagion.”",Sins of the Blood,87-89
Dark Thaumaturgy,Path of Pleasure,4,Deadening,"This insidious power allows the thaumaturge to make
an individual numb to physical sensations and even
most emotions. While under the effect of Deadening,
the victim can feel nothing including pain or pleasure.
For all intents and purposes, he is dead to any and all
sensations. He exists as if in a daze, aware of being unable
to feel anything and incapable of doing anything
about it."," This power requires the standard blood
point and Willpower roll. The target is allowed to resist
by rolling Willpower (diffi culty equal to the thaumaturge’s
Manipulation + Empathy). If the thaumaturge
scores more successes, Deadening is successful. While
he is in this emotionally torpid state, the victim cannot
spend Willpower points, and any Virtue roll is at a +2
diffi culty. The number of successes scored determines
the duration of Deadening.
1 success One turn
2 successes One hour
3 successes One day
4 successes One week
5 successes One month
This power is exempt from the price: desires sated",Sins of the Blood,87-89
Dark Thaumaturgy,Path of Pleasure,5,The Garden of Earthly Delights,"With this power, the thaumaturge can totally
overwhelm a victim with pleasure until it renders her
catatonic, existing only in her mind and unaware of her
immediate surroundings or even her physical body."," To use this power, the victim must already
be under the effects of Ecstasy. Once this criteria is met,
the player makes another Willpower roll and spends an
additional blood point. If this second roll is successful, the
infernalist can fl ood the victim with pleasure until she
becomes comatose, her mind entering a dream-like state
where all she experiences are visions and sensations of
pleasure. To resist this power, the victim needs to score
more successes on a Willpower roll (diffi culty 8) than
the thaumaturge scored upon invocation. Remember,
though, that the target fi rst makes a Self-Control roll
as per the Ecstasy rules before this power even becomes
a possibility.
For each night a victim is under the effect of this
power, her body takes a level of bashing damage unless
the victim is being treated at a hospital. Vampires can
resist this damage with Stamina (and Fortitude). Successes
determine the duration of this power.
1 success One night
2 successes Three nights
3 successes One week
4 successes One month
5 successes One year",Sins of the Blood,87-89
Dark Thaumaturgy,Path of the Defiler,1,Call the Weakness,"Defilers are adept social predators, able to surmise an
individual’s passions and weakness by engaging in idle
conversation. From a simple answer or a casual gesture,
the defi ler can piece together a complete mental picture
of the individual. The thaumaturge can use this information
to bring the victim under her sway."," Aside from the blood point and Willpower
roll needed to evoke Call the Weakness, the defi ler must
engage the victim in conversation. For each success, the
thaumaturge can ask the Storyteller a single question
about the target, which then must be answered truthfully.
Information that can be gleaned this way includes,
but is not limited to, Nature and Demeanor, Willpower
ratings, derangements, blood bonds and Virtues that the
character observes — in effect, any single aspect of the
character’s emotional or moral self.
Furthermore, each success adds one to the thaumaturge’s
dice pool when making any Social roll against
the target. This aspect of Call the Weakness lasts for
an entire scene",Sins of the Blood,89-91
Dark Thaumaturgy,Path of the Defiler,2,Tainted,"With this power, the defi ler can plant the seed of
doubt and self-loathing in an individual, slowly infecting
the victim with shame and guilt. With a well-timed comment
or action, the thaumaturge can break the victim’s
spirits, rendering him hollow and empty. An artist will
be ashamed of his work, a priest’s faith will falter, and a
prince might lose all confi dence. Once under the spell of
Tainted, the victim becomes an easy tool for the defi ler
to bend to his own ends."," Tainted requires the thaumaturge to fi rst use
Call the Weakness to discern the victim’s most cherished
quality of herself. This can be something tangible like a
prized possession, or an intangible quality, like a Trait,
Ability or even a less quantifi able characteristic. The
player then rolls as normal, and the target can resist with
a Willpower roll (diffi culty equal to the thaumaturge’s
Manipulation + Subterfuge). If the thaumaturge is successful,
the victim must spend a point of Willpower to
use or acknowledge the Trait or quality in question. For
example, an artist will cease to paint, possibly pushing
him into depression, unless he spends a Willpower point
very time he picks up a brush. Likewise, a priest’s sudden
lack of faith might lead him toward sin as his moral
resolve is stretched to the limit.
The duration of Tainted varies, based on the number
of successes the thaumaturge scored.
1 success One scene
2 successes One night
3 successes One week
4 successes One month
5 successes One year",Sins of the Blood,89-91
Dark Thaumaturgy,Path of the Defiler,3,Degradation,"With this power, the defi ler not only taints an
individual’s source of pride, but he can cause drastic
personality changes as well. Once under the effect of
Degradation, the victim becomes a whole new person,
unrecognizable to his friends and family, and governed
by strange obsessions and desires."," Degradation allows the defi ler to change
a target’s Nature. Doing so has the immediate effect of
altering the victim’s personality and how he regains
Willpower. Most infernalists choose a new Nature that
is contradictory to the target’s old one, forcing the target
to debase himself in order to regain Willpower.
Alternatively, with Degradation, the thaumaturge
can infect the victim with a derangement of the defi ler’s
choice.
The number of success rolled determines the duration
of the Degradation.
1 success One scene
2 successes One night
3 successes One week
4 successes One month
5 successes One year",Sins of the Blood,89-91
Dark Thaumaturgy,Path of the Defiler,4,Poisoned Soul,"Far more potent than Degradation, Poisoned Soul
removes any moral or ethical inhibitions from an individual.
Without the need to conform to social mores,
victims of Poisoned Soul succumb to their most base
and perverse desires, indulging in rape, murder, torture
and other heinous crimes to provoke any emotional
response at all from herself, much as a Kindred with low
Humanity does. Poisoned Soul, like other Path of the
Defi ler powers, is subtle and insidious, even though the
results seldom are."," The player spends a blood point and rolls
Willpower as normal. The victim may resist with a
Conscience roll (diffi culty equal to the thaumaturge’s
Manipulation + Empathy). If successful, the victim resists.
If the victim fails, every success that the infernalist
scored reduces the victim’s Humanity rating by one.
The effect occurs at the rate of one Humanity point
lost per night.
Furthermore, each night that the victim’s Humanity
rating is affected, he is compelled to perform one sin
according to his new Humanity rating unless he spends
a Willpower point. In addition, the target incurs any
penalties associated with his new, lower, Humanity score.
If reduced to zero, the victim becomes a mindless beast
for as long as Poisoned Soul remains in effect.
Downward Spiral’s duration is based on the number of
successes scored on the thaumaturge’s Willpower roll.
1 success One night
2 successes Three nights
3 successes One week
4 successes One month
5 successes One year
This power also affects Kindred who follow Paths
of Enlightenment.",Sins of the Blood,89-91
Dark Thaumaturgy,Path of the Defiler,5,Cancerous Blossom,"The thaumaturge can transform the target’s perversion,
self-loathing and guilt into a physical cancer that
either turns her into a hideous mass of boils and sores
or kills her outright. The effect is disturbing to witness
as the victim’s skin literally erupts with lacerations and
ulcers that ooze a black, malignant ichor."," The thaumaturge must catch the target
engaging in some depraved act (as determined by his
Humanity/Path score). The player then spends a blood
point and rolls Willpower as normal. For each success,
the victim suffers a health level of aggravated damage.
Additionally, the victim cannot heal these wounds for a
number of nights equal to the thaumaturge’s successes.",Sins of the Blood,89-91
Dark Thaumaturgy,Path of the Unspoken,1,Whispers of the Unborn,"The infernalist opens himself to the raw power of
entropy, and for a few seconds, he can hear what can
only be described as the voices of the unborn. 
Immediately, a chorus of childlike voices and screams 
flood the thaumaturge, who can then discern warnings
or glean information from the resulting cacophony."," The player rolls Willpower and spends a
blood point. For each success, the player can decide to
gain an answer to a single question, or receive a premonition
of danger, or a combination of the two.
If used to gain information, the “voices” can articulate
only rough answers of no more than three to fi ve words
(Storytellers are encouraged to be as vague as they wish),
yet they do seem to be omniscient. Storytellers should
also be cryptic, as the unborn have no real reason to care
about the outcome of the living world’s problems.
If used for premonitions, Whispers of the Unborn
lasts for a scene. During this time, the player can subtract
one from the diffi culty of one roll for each success
achieved.",Sins of the Blood,91-93
Dark Thaumaturgy,Path of the Unspoken,2,Scribing the Unknown,"Entering a trance-like state, the thaumaturge can
subconsciously scribe the contents of a written document
— regardless of the language and without needing
to see the original. As long as something is written
down, whether on vellum or as magnetic data on a
hard drive, there is no way of keeping it a secret from
the infernalist."," For the thaumaturge to enter the trance,
he fi rst needs to know the source of the information he
wants to transcribe (the name of the book, author of a
letter or fi le name is often enough) and the player must
spend the blood point and roll Willpower. The copy is
rarely exact, and unless the infernalist has some skill in
forgery, the transcribed material will look nothing like
the original. Even that isn’t enough in some cases, such
as a handwritten version of a computer document.
The number of success determines the accuracy of
the transcript.
1 success Largely incomplete. Many sentences
are missing, and some words are replaced
with others of different meaning;
20 percent accurate to the original
document.
2 successes Vaguely complete; 40 percent accurate.
3 successes Partially complete; 60 percent accurate.
4 successes Mostly complete; 80 percent accurate.
5 successes Functional; 95 percent complete.",Sins of the Blood,91-93
Dark Thaumaturgy,Path of the Unspoken,3,Shadow Thoughs,"This mysterious power allows the thaumaturge to
peer into anyone’s shadow and glean information about
him. As the saying goes, nobody knows one better than
her own shadow."," Evoking this power requires the usual blood
point and Willpower roll. In addition, the thaumaturge
needs to be standing in the shadow of his intended victim.
Any successes achieved on the Willpower roll allow the
thaumaturge to look into the target’s past, enabling him
to witness any actions or thoughts as if the infernalist
was present. She will be unable to affect the outcome
of the events, though.
The number of success determines how far back in
time the thaumaturge can gaze.
1 success One night
2 successes Three nights
3 successes One week
4 successes One month
5 successes One year",Sins of the Blood,91-93
Dark Thaumaturgy,Path of the Unspoken,4,Fragments of the Forgotten,"With Fragments of the Forgotten, the infernalist
can transcribe information even if the source no longer
exists, or was never written down. Entering a similar
state to Scribing the Unknown, the infernalist can write
fragments of the original Book of Nod, paint DaVinci’s
lost masterpieces or pen Shakespeare’s original copies
of his plays.
Because these tattered memories are invariably
incomplete, however, Hell has been known to “fi ll in
the blanks” when it sees fi t. As a result, no information
this power generates should ever be completely trusted.
Then again, if the person the infernalist reveals it to
doesn’t know the source…."," Fragments of the Forgotten works the same
as Scribing the Unknown, except that the thaumaturge
can now transcribe to paper any written document even if
it no longer exists. However, this power is nowhere near
as precise as Scribing the Unknown. Although Fragments
of the Forgotten allows the thaumaturge to transcribe
lost or destroyed documents, the hellish minions who
provide the information ultimately taint the process.
The fi nal document, though close to the original, is also
extremely subjective and not entirely accurate.
The number of successes on the roll determines how
accurate the document is. The Storyteller should conduct
this roll in secret — as the information no longer exists,
even the thaumaturge should have no idea what parts of
it she can trust and what she can’t. Demons misdirect,
occlude and outright lie about such things, even to in
fernalists. Also, Storytellers will obviously have to make
some parts of this information up for themselves.
1 success Occasionally sensible garble; fi ve percent
accurate to original document.
2 successes Partially intelligible; 10 percent accurate.
3 successes Some parts form complete sentences;
15 percent accurate.
4 successes Rambling, but largely cogent; 25 percent
accurate.
5 successes A clever reader can spot the lies by
context; 50 percent accurate.
Alternatively, the thaumaturge can use Fragments of
the Forgotten to write down prophecies or premonitions
about the future. If used in this manner, the prophecy
gives the infernalist a vague impression of what might
happen. The number of successes dictates how clear the
prophecy is. The nature of the premonition is again left
to the Storyteller’s discretion.",Sins of the Blood,91-93
Dark Thaumaturgy,Path of the Unspoken,5,Forsaken,"The few infernalists who have attainted this level
have the power to literally make people and things vanish
from the collective subconscious. Although the thaumaturge
cannot destroy the target physically, he can cause
it to disappear from the mind’s eye. With Forsaken, the
thaumaturge alters people’s perceptions and memories
about someone or something to the point that they seem
to cease to exist without actually doing so."," Forsaken makes it nearly impossible to fi nd,
remember or even see the person or object in question.
In addition to the normal mechanics for casting, the
thaumaturge’s player must spend permanent Willpower
point and suffer a permanent loss of a health level, subsuming
the person’s legacy into a suppurating wound.
Once this power has been invoked, anyone wishing to
interact with the target of Forsaken must fi rst make a
Perception + Occult (diffi culty [5 + 1 for each success
the thaumaturge scored]) to do so. If he succeeds at
this roll, he can interact with the target of Forsaken
as normal (such as have conversations, remember the
subject’s location, etc.) for as many nights as he scored
success on the Perception + Occult roll. Once this time
expires, the fugue of Forsaken returns.
If the thaumaturge uses this power against inanimate
objects such as paintings or sculptures, the objects become
virtually impossible to fi nd, even in plain sight. Books
collect dust on library shelves, overlooked by everyone,
including their owners, or they sit in huge warehouses
never to be read again — or even unwittingly destroyed
as needless junk.
If used against a person, Forsaken blurs people’s
memories and perceptions so that all forget every meeting
with the victim. The victim still exists, and he can act
as normal, but once out of sight, he is forgotten. Even
if the victim manages to remain in sight, he is often
overlooked and ignored. This effect might have obvious
advantages, but they are outweighed by the drawbacks.
While the prince’s ghoul might overlook the target, so
may the bus driver.
Forsaken remains in effect until the thaumaturge is
destroyed, chooses to end the effect or evokes this power
on another target. If the thaumaturge ends the effect,
he rises the next night with his original complement of
health levels. The thaumaturge can evoke Forsaken on
only one target at given time.",Sins of the Blood,91-93
Dark Thaumaturgy,Path of Pestilence,1,Illness,"Although he is still only a student in the Path of
Pestilence, the thaumaturge with this power can make
his victim succumb to symptoms that are common
among many illnesses. With a simple touch, the victim
can suddenly develop a fever, chills, internal bleeding,
stomach cramps, vomiting, nausea and even open sores.
The effects are never long lasting, but they are nonetheless
debilitating and unpleasant to experience.","victim. The player may then roll as normal, while the
victim rolls Stamina + Survival against a target number
equal to the thaumaturge’s Path of Pestilence rating +
3. If the victim scores more success, Illness fails to take
effect. However, if the thaumaturge acquires more successes,
each success subtracts one from one of the victim’s
Physical Attributes or Appearance, at the thaumaturge’s
choice. If any Physical Attribute drops to below zero, the
victim falls unconscious and remains bedridden. This
power can affect vampires, but they can spend a blood
point to nullify the effect of Illness. Each point of blood
used reduces the Attribute penalty by one.
Illness cannot be healed normally, but the victim
recovers a point in each Attribute every four hours.",Sins of the Blood,93-95
Dark Thaumaturgy,Path of Pestilence,2,Infection,"At this stage of understanding, the thaumaturge
can infect a victim’s wounds causing further injury and
even death. With the right incantation, maggots will
burrow deep into fl esh, gangrene will set in and other
complications arise from even the most incidental of
cuts. Among mortals, Infection usually spells a death
sentence — even with modern medical attention."," Evoking the right incantation (and succeeding
at the appropriate Willpower roll as well as
spending blood) allows the thaumaturge to infect a normal
wound. As long as the victim has suffered a wound
recently (whether bashing, lethal or aggravated), the
thaumaturge can use Infection to cause an additional
level of aggravated damage per individual wound. Mortals
cannot soak this damage, and only vampires with
Fortitude can try to resist.",Sins of the Blood,93-95
Dark Thaumaturgy,Path of Pestilence,3,Miasma,"A thaumaturge this far advanced in the Path of
Pestilence is usually riddled with countless diseases and
sores allowing him to exhale a noxious gas from his mouth
and pores. The resulting miasma affects all creatures that
breathe, while vampires are blinded by it."," If the player spends the blood point and
succeeds at his Willpower roll, the thaumaturge exhales
a cloud of diseased breath around himself. The cloud lasts
for a number of turns equal to the thaumaturge’s Stamina
rating and expands at a rate of fi ve feet per turn. Players of
characters caught in the miasma must roll Stamina (diffi
culty 6). Those who succeed can do little except move
out of the miasma cloud. If they fail, all diffi culty ratings
increase by one for each success scored on the casting
Willpower roll for the duration of the turn. Furthermore,
for every two successes the thaumaturge rolled, those
affected by Miasma suffer one health level of bashing
damage (round down). This damage can be soaked with
Stamina. Vampires take no damage. Instead, they suffer
the diffi culty penalty if they failed their Stamina roll.",Sins of the Blood,93-95
Dark Thaumaturgy,Path of Pestilence,4,Parasitic Possession,"This strange and unnerving power allows the thaumaturge
to take control of an organism riddled with disease.
As long as the target is currently suffering from a viral or
other infection — even something as innocuous as a common
cold — the infernalist can command the host’s body
as if it were her own. The thaumaturge can use Parasitic
Possession on any visible organism (anything from insects
to large mammals), but is not restricted to living beings.
With this power, the infernalist can literally raise the dead,
animating the parasites inhabiting the carcasses."," Parasitic Possession has a number of distinct
applications, however, all require the standard blood
point and Willpower roll. Commonly, this power allows
the thaumaturge to take control of a victim’s body to
perform an action of his choice. If used in this manner,
each success translates into a single physical action
that the victim must perform. The target can resist by
spending a Willpower point to nullify one forced action.
Dead “hosts” may not spend Willpower to resist,
but Kindred may.
Alternatively, infernalists can use this power to
summon and command pestilential insects and small
vermin. Each success determines the size of the swarm
called. However, the thaumaturge can issue only simple
commands such as attack, eat all food or bite.
1 success One tiny animal (a rat), a few insects
2 successes One small animal (a raccoon), a small
swarm (a one-foot cube)
3 successes One medium-sized animal (a dog or
wolf), a medium swarm (a three-foot
cube)
4 successes One large animal (a horse), a large
swarm (a fi ve-foot cube)
5 successes One massive animal (a bear), a veritable
plague of insects.
For more information on swarms, see pages 304-305
of Vampire: The Masquerade.
Finally, the thaumaturge can animate a single
dead organism, as long as it is a host to insects or other
parasites. Once animated, the thaumaturge can issue a
single, simple command, which the carcass follows until
Parasitic Possession wears off. Successes determine how
long the body remains animated:
1 success One turn
2 successes Five minutes
3 successes One hour
4 successes Three hours
5 successes Until sunrise",Sins of the Blood,93-95
Dark Thaumaturgy,Path of Pestilence,5,Vector,"Mastery of the Path of Pestilence grants the thaumaturge
the ability to infect a target with any virulent
disease. Once infected, the victim succumbs to the virus
almost instantaneously, exhibiting all the symptoms and
accompanying agony in a matter of minutes.","Mastery of the Path of Pestilence grants the thaumaturge
the ability to infect a target with any virulent
disease. Once infected, the victim succumbs to the virus
almost instantaneously, exhibiting all the symptoms and
accompanying agony in a matter of minutes.
 Vector is a devastating power. If successful,
the thaumaturge infects his target with a disease of his
choice, which then plagues the victim for a duration
dictated by the infernalist’s Willpower successes. Victims
are allowed a Stamina roll (diffi culty 8) upon contracting
the disease. Should they fail, they succumb to the
accelerated effects of the disease, suffering a number of
health levels of bashing damage equal to the thaumaturge’s
total successes, plus whatever the disease itself
imposes upon the sufferer. For mortals, death is almost
guaranteed with Vector.
The disease imparted by Vector has a supernatural
duration, so it is unaffected by medicine or hospitalization,
but medical science may allow characters to heal
the damage they suffer from it. Healing Disciplines will
abate health levels of damage, but not the disease itself
unless the user of the healing effect knows that Discipline
at a higher level than the thaumaturge imparting
the Vector.
1 success One night
2 successes One month
3 successes One year
4 successes Seven years
5 successes Permanent
Players of Cainites may add Fortitude to their Stamina
roll. Should their characters fail, they contract the
symptoms of the disease for the duration of Vector, but
instead of losing health levels, they lose blood points.
Finally, there is a chance than witnesses and those
who come in contact with the victim may contract the
disease in question and become carriers. Any living 
being within a 10-foot radius must roll Stamina (diffi culty
6) or contract the disease normally. Such “secondhand”
infections are normal, and they may be healed and
treated as such.",Sins of the Blood,93-95
Dark Thaumaturgy,Rego Venalis,1,Night's Terror,The infernalist can strike fear into opponents by reaching into the depths of their souls and pulling forth images of personal damnation. Even the strongest mortal can be cowed by this power.," Successes gained are subtracted from all the target's Dice Pools until the target can shake off the power's effects with a successful Road roll (difficulty 6), which may be attempted once per night. Vampires and other supernatural creatures may be driven into frenzy by this power; if the roll to shake off the effects is botched, the character frenzies, tor- mented by his own inner demons.",Dark Ages Companion,105
Dark Thaumaturgy,Rego Venalis,2,Poison Heart,"Infernalists believe that all beings have dark sides. With this power, an infernalist may bring such darkness to the surface. The Dark Thaumaturgist may cause a victim to act on her dark impulses by meeting the victim's eyes and whispering a temptation."," The number of successes gained indicates the strength of the evil impulse. This power may be used on a Cainite, but it costs a Willpower point to do so. The target may resist with a successful Road roll (difficulty equal to the Dark Thaumaturgist's Willpower).",Dark Ages Companion,105
Dark Thaumaturgy,Rego Venalis,3,Fool the Heart's Eye,The infernalist can assume the image of a victim's loved one by reaching out with his thoughts. This power is used to plot betrayal and bring about corruption.," Successes gained indicate the verisimilitude of the impersonation: One success yields a rough impression, while five successes result in a completely convincing simulacrum.",Dark Ages Companion,105
Dark Thaumaturgy,Rego Venalis,4,Name the Crime,"The infernalist suggests a sin to the target. This sin may consist of a single evil act, or a general attitude. Unless the target is very strong-willed, he is unable to prevent himself from acting on the suggestion."," Successes gained determine the duration of the urge to commit sin. By spending a Willpower point, the victim may roll his permanent Willpower (difficulty 6) to resist this urge; success ful resistance requires more successes than the infernalist gained. 1 success One turn
2 successes
One hour
3 successes One night 4 successes One week
5 successes One month",Dark Ages Companion,105
